"BroodYear","Species","PopID","BroodID","NestboxName","FemaleID","MaleID","ClutchType","LayingDate","ClutchSize","HatchDate","NumberHatched","FledgeDate","NumberFledged"
1984,"GT","PB",1984419,"28","21V20770","","Second/replacement",1984-06-03,6,NA,6,NA,5
1984,"GT","PB",1984421,"44","21V73923","19V55936","Second/replacement",1984-06-08,4,NA,4,NA,3
1984,"GT","PB",1984422,"S09","1493907","24V86535","First",1984-04-24,10,NA,9,NA,9
1984,"GT","PB",1984423,"S08","23V15614","25V25409","First",1984-04-24,9,NA,9,NA,6
1984,"GT","PB",1984424,"S12","25V25334","","First",1984-04-26,11,NA,11,NA,0
1984,"GT","PB",1984425,"S27","21V74901","21V74686","First",1984-04-29,10,NA,10,NA,10
1984,"GT","PB",1984426,"S25","25V25335","24V86852","First",1984-04-29,11,NA,11,NA,11
1984,"GT","PB",1984427,"S07","24V86748","23V15110","First",1984-04-30,10,NA,10,NA,10
1984,"GT","PB",1984428,"S10","24V86754","23V15116","First",1984-04-30,11,NA,10,NA,10
1984,"GT","PB",1984429,"S26","23V15729","","First",1984-05-01,9,NA,9,NA,9
1984,"GT","PB",1984430,"S24","23V15237","23V15111","First",1984-05-04,8,NA,8,NA,8
1984,"GT","PB",1984431,"S09","1493907","","Second/replacement",1984-06-05,7,NA,7,NA,3
1984,"GT","PB",1984432,"S18","21V74182","","First",1984-04-23,10,NA,9,NA,9
1984,"GT","PB",1984433,"S19","21V72589","22V43114","First",1984-04-24,9,NA,9,NA,8
1984,"GT","PB",1984434,"S01","21V72892","","First",1984-04-25,10,NA,0,NA,0
1984,"GT","PB",1984435,"A38","21V74174","23V15486","First",1984-04-26,20,NA,20,NA,9
1984,"GT","PB",1984436,"S20","23V15211","23V15607","First",1984-04-26,10,NA,9,NA,9
1984,"GT","PB",1984437,"S02","23V15101","23V15989","First",1984-04-27,8,NA,7,NA,6
1984,"GT","PB",1984438,"S22","25V25014","23V15610","First",1984-04-27,10,NA,10,NA,9
1984,"GT","PB",1984439,"S14","25V25202","","First",1984-04-27,7,NA,0,NA,0
1984,"GT","PB",1984440,"S21","24V86891","16V14405","First",1984-04-27,11,NA,11,NA,10
1984,"GT","PB",1984441,"S06","24V86865","","First",1984-04-27,7,NA,7,NA,7
1984,"GT","PB",1984442,"S04","23V15997","21V74142","First",1984-04-28,10,NA,10,NA,10
1984,"GT","PB",1984443,"S05","20V61009","23V15647","First",1984-04-28,10,NA,10,NA,10
1984,"GT","PB",1984444,"S15","21V73738","21V72792","First",1984-04-29,10,NA,10,NA,10
1984,"GT","PB",1984445,"S03","23V15885","22V43241","First",1984-05-01,11,NA,11,NA,11
1984,"GT","PB",1984446,"23","23V15488","25V25206","First",1984-05-02,10,NA,10,NA,9
1984,"GT","PB",1984447,"S13","20V61814","23V15871","First",1984-05-04,11,NA,11,NA,10
1984,"GT","PB",1984449,"S17","24V86928","","Second/replacement",1984-05-25,6,NA,6,NA,6
1984,"GT","PB",1984450,"S19","21V72589","22V43114","Second/replacement",1984-06-01,7,NA,7,NA,6
1984,"GT","PB",1984451,"A24","25V25334","","Second/replacement",1984-06-02,7,NA,6,NA,3
1984,"GT","PB",1984452,"S05","20V61009","23V15647","Second/replacement",1984-06-10,7,NA,6,NA,0
1985,"GT","PB",1985301,"74","25V25411","19V55643","First",1985-04-14,10,NA,10,NA,8
1985,"GT","PB",1985302,"A05","25V25250","25V25617","First",1985-04-18,10,NA,10,NA,0
1985,"GT","PB",1985303,"76","25V25327","24V86663","First",1985-04-19,7,NA,7,NA,7
1985,"GT","PB",1985304,"A50","22V43677","24V86827","First",1985-04-20,10,NA,10,NA,10
1985,"GT","PB",1985305,"A09","21V73859","24V86617","First",1985-04-21,10,NA,10,NA,9
1985,"GT","PB",1985306,"3","24V86842","","First",1985-04-21,11,NA,0,NA,0
1985,"GT","PB",1985307,"57","24V86556","25V25899","First",1985-04-22,9,NA,9,NA,8
1985,"GT","PB",1985308,"A57","23V15829","21V73722","First",1985-04-22,10,NA,10,NA,10
1985,"GT","PB",1985309,"64","25V25413","1827050","First",1985-04-22,9,NA,9,NA,7
1985,"GT","PB",1985310,"79","","","First",1985-04-23,8,NA,8,NA,8
1985,"GT","PB",1985311,"S16","25V54797","25V25840","First",1985-04-23,7,NA,7,NA,7
1985,"GT","PB",1985312,"29","25V54805","23V15679","First",1985-04-23,9,NA,9,NA,8
1985,"GT","PB",1985313,"A43","25V54748","25V55015","First",1985-04-23,10,NA,10,NA,10
1985,"GT","PB",1985314,"23","25V25895","21V73993","First",1985-04-23,9,NA,9,NA,9
1985,"GT","PB",1985315,"A22","22V43680","25V54300","First",1985-04-24,8,NA,7,NA,6
1985,"GT","PB",1985316,"A31","25V54204","25V25942","First",1985-04-24,8,NA,8,NA,7
1985,"GT","PB",1985317,"55","","21V74202","First",1985-04-24,9,NA,0,NA,0
1985,"GT","PB",1985318,"27","25V54807","23V15770","First",1985-04-24,10,NA,10,NA,10
1985,"GT","PB",1985319,"85","25V25941","25V25795","First",1985-04-24,11,NA,11,NA,10
1985,"GT","PB",1985320,"A06","22V39771","25V54806","First",1985-04-24,11,NA,9,NA,7
1985,"GT","PB",1985321,"A04","21V20470","23V15333","First",1985-04-24,9,NA,8,NA,7
1985,"GT","PB",1985322,"A15","21V73997","23V15916","First",1985-04-24,8,NA,8,NA,8
1985,"GT","PB",1985323,"A29","25V25300","21V74195","First",1985-04-20,10,NA,10,NA,10
1985,"GT","PB",1985324,"7","1336123","25V54804","First",1985-04-24,9,NA,9,NA,8
1985,"GT","PB",1985325,"45","25V54808","21V74144","First",1985-04-27,9,NA,9,NA,9
1985,"GT","PB",1985326,"A26","19V56432","20V61687","First",1985-04-27,6,NA,5,NA,4
1985,"GT","PB",1985327,"87","21V74128","22V43251","First",1985-04-28,10,NA,9,NA,7
1985,"GT","PB",1985328,"113","24V86802","24V86735","First",1985-04-28,10,NA,10,NA,10
1985,"GT","PB",1985329,"A27","25V25412","21V74687","First",1985-04-29,8,NA,8,NA,5
1985,"GT","PB",1985330,"A12","24V86686","24V86834","First",1985-04-29,10,NA,10,NA,10
1985,"GT","PB",1985332,"A47","25V25251","21V73317","First",1985-05-05,8,NA,8,NA,7
1985,"GT","PB",1985333,"78","25V54811","25V54810","First",1985-05-06,9,NA,9,NA,9
1985,"GT","PB",1985334,"83","24V86879","25V66551","First",1985-05-06,9,NA,9,NA,9
1985,"GT","PB",1985335,"A25","21V73865","","First",1985-05-09,12,NA,12,NA,11
1985,"GT","PB",1985336,"A01","24V86842","21V74611","Second/replacement",1985-05-12,9,NA,9,NA,7
1985,"GT","PB",1985337,"37","25V54998","25V25494","First",1985-05-13,9,NA,8,NA,8
1985,"GT","PB",1985338,"A19","25V55000","25V54999","Second/replacement",1985-05-17,8,NA,8,NA,7
1985,"GT","PB",1985339,"A33","25V25411","19V55643","Second/replacement",1985-05-29,10,NA,10,NA,6
1985,"GT","PB",1985340,"A34","25V25300","21V74195","Second/replacement",1985-05-30,8,NA,7,NA,5
1985,"GT","PB",1985341,"117","1336123","25V54804","Second/replacement",1985-06-01,8,NA,8,NA,4
1985,"GT","PB",1985342,"64","25V25413","","Second/replacement",1985-06-01,7,NA,6,NA,5
1985,"GT","PB",1985343,"A02","","23V15333","Second/replacement",1985-06-03,6,NA,6,NA,5
1985,"GT","PB",1985344,"A50","22V43677","24V86827","Second/replacement",1985-06-04,5,NA,5,NA,4
1985,"GT","PB",1985345,"31","25V25678","","Second/replacement",1985-06-04,8,NA,8,NA,0
1985,"GT","PB",1985346,"A42","25V54748","25V55015","Second/replacement",1985-06-09,5,NA,5,NA,4
1985,"GT","PB",1985347,"84","25V54283","25V54279","First",1985-04-09,9,NA,9,NA,7
1985,"GT","PB",1985348,"74","25V54282","25V54281","First",1985-04-12,9,NA,6,NA,3
1985,"GT","PB",1985349,"4","21V74451","","First",1985-04-13,11,NA,11,NA,10
1985,"GT","PB",1985350,"BI72","25V54280","","First",1985-04-15,9,NA,9,NA,6
1985,"GT","PB",1985351,"97","25V54347","21V73539","First",1985-04-17,10,NA,10,NA,10
1985,"GT","PB",1985352,"33","22V43543","25V54346","First",1985-04-18,10,NA,10,NA,9
1985,"GT","PB",1985353,"14","25V54339","21V74449","First",1985-04-18,9,NA,9,NA,8
1985,"GT","PB",1985354,"56","25V54002","25V54359","First",1985-04-20,9,NA,9,NA,9
1985,"GT","PB",1985355,"49","25V25620","25V54033","First",1985-04-20,8,NA,4,NA,3
1985,"GT","PB",1985356,"46","21V74452","21V73553","First",1985-04-20,9,NA,9,NA,8
1985,"GT","PB",1985357,"79","21V74575","21V74447","First",1985-04-21,9,NA,9,NA,9
1985,"GT","PB",1985358,"64","21V73555","25V54348","First",1985-04-21,8,NA,5,NA,5
1985,"GT","PB",1985359,"16","25V25611","25V25612","First",1985-04-22,7,NA,6,NA,6
1985,"GT","PB",1985360,"24","25V54384","25V54412","First",1985-04-26,11,NA,11,NA,9
1985,"GT","PB",1985361,"B04","21V74385","23V15291","First",1985-04-18,9,NA,8,NA,8
1985,"GT","PB",1985362,"B06","21V20998","23V15559","First",1985-04-21,9,NA,9,NA,7
1985,"GT","PB",1985363,"B09","22V43604","23V15968","First",1985-04-21,10,NA,10,NA,10
1985,"GT","PB",1985364,"B11","25V25898","25V25897","First",1985-04-24,8,NA,8,NA,7
1985,"GT","PB",1985365,"B17","25V25057","24V86790","First",1985-04-24,9,NA,9,NA,7
1985,"GT","PB",1985366,"B13","25V25015","22V43017","First",1985-04-26,7,NA,7,NA,7
1985,"GT","PB",1985367,"B07","20V61039","25V25253","First",1985-05-06,9,NA,7,NA,6
1985,"GT","PB",1985368,"28","21V20770","21V72828","First",1985-04-17,7,NA,7,NA,7
1985,"GT","PB",1985369,"1","21V74182","23V15632","First",1985-04-18,10,NA,10,NA,9
1985,"GT","PB",1985370,"21","21V72919","25V25886","First",1985-04-20,6,NA,6,NA,6
1985,"GT","PB",1985371,"32","25V54579","24V86805","First",1985-04-20,8,NA,8,NA,7
1985,"GT","PB",1985372,"15","23V15731","21V74313","First",1985-04-20,10,NA,10,NA,10
1985,"GT","PB",1985373,"35","25V25896","25V25226","First",1985-04-21,10,NA,10,NA,10
1985,"GT","PB",1985374,"18","25V54532","23V15225","First",1985-04-21,10,NA,9,NA,0
1985,"GT","PB",1985375,"8","25V25861","22V43743","First",1985-04-21,10,NA,10,NA,0
1985,"GT","PB",1985376,"43","21V73923","23V15628","First",1985-04-22,9,NA,9,NA,9
1985,"GT","PB",1985378,"20","24V91313","21V20903","First",1985-04-23,8,NA,8,NA,5
1985,"GT","PB",1985379,"12","23V15101","23V15236","First",1985-04-23,8,NA,8,NA,8
1985,"GT","PB",1985380,"47","1685070","1336132","First",1985-04-23,10,NA,10,NA,10
1985,"GT","PB",1985381,"33","25V55025","22V43753","First",1985-05-06,9,NA,9,NA,9
1985,"GT","PB",1985382,"50","23V15760","25V54997","First",1985-05-08,10,NA,9,NA,4
1985,"GT","PB",1985383,"41","21V72879","22V43884","First",1985-05-14,9,NA,9,NA,9
1985,"GT","PB",1985384,"42","25V25973","","Second/replacement",1985-05-26,7,NA,7,NA,5
1985,"GT","PB",1985385,"11","25V25861","22V43743","Second/replacement",1985-05-30,7,NA,7,NA,7
1985,"GT","PB",1985386,"25","23V15731","21V74313","Second/replacement",1985-05-30,8,NA,8,NA,7
1985,"GT","PB",1985387,"3","21V74182","","Second/replacement",1985-05-31,6,NA,5,NA,0
1985,"GT","PB",1985388,"28","21V20770","21V72828","Second/replacement",1985-05-31,7,NA,7,NA,7
1985,"GT","PB",1985389,"21","21V72919","25V25886","Second/replacement",1985-06-01,7,NA,7,NA,5
1985,"GT","PB",1985390,"48","1685070","1336132","Second/replacement",1985-06-04,5,NA,5,NA,4
1985,"GT","PB",1985391,"S11","1493907","24V86535","First",1985-04-10,9,NA,9,NA,8
1985,"GT","PB",1985392,"S10","25V55020","23V15116","First",1985-04-20,9,NA,7,NA,7
1985,"GT","PB",1985393,"S24","25V25255","25V54291","First",1985-04-20,8,NA,8,NA,8
1985,"GT","PB",1985394,"S25","25V25687","25V25900","First",1985-04-20,7,NA,4,NA,4
1985,"GT","PB",1985395,"S26","25V25334","","First",1985-04-23,9,NA,9,NA,9
1985,"GT","PB",1985396,"S07","24V86748","25V54160","First",1985-04-23,8,NA,6,NA,6
1985,"GT","PB",1985398,"S27","25V54774","25V54163","First",1985-04-24,10,NA,10,NA,10
1985,"GT","PB",1985399,"S12","25V54773","25V54809","First",1985-04-25,8,NA,8,NA,8
1985,"GT","PB",1985400,"S08","","","Second/replacement",1985-05-07,9,NA,6,NA,0
1985,"GT","PB",1985401,"S07","24V86748","","Second/replacement",1985-06-03,5,NA,5,NA,4
1985,"GT","PB",1985402,"S11","","","Second/replacement",1985-06-03,7,NA,7,NA,4
1985,"GT","PB",1985403,"64","25V25973","22V43756","First",1985-04-17,8,NA,8,NA,6
1985,"GT","PB",1985404,"A24","21V73990","24V86690","First",1985-04-18,8,NA,8,NA,8
1985,"GT","PB",1985405,"57","21V72589","23V15607","First",1985-04-20,6,NA,6,NA,5
1985,"GT","PB",1985406,"A38","25V25014","21V74171","First",1985-04-20,9,NA,9,NA,9
1985,"GT","PB",1985407,"A32","21V73791","21V72792","First",1985-04-22,9,NA,9,NA,8
1985,"GT","PB",1985408,"A18","25V55809","25V25343","First",1985-04-25,9,NA,8,NA,8
1985,"GT","PB",1985409,"A32","21V73791","","Second/replacement",1985-06-05,6,NA,6,NA,6
1985,"GT","PB",1985410,"A38","25V25014","","Second/replacement",1985-06-07,6,NA,6,NA,5
1986,"GT","PB",1986301,"76","24V91926","25V54855","First",1986-04-28,10,NA,10,NA,7
1986,"GT","PB",1986302,"A22","25V55084","","First",1986-04-29,7,NA,0,NA,0
1986,"GT","PB",1986303,"3","25V54846","26V2627","First",1986-04-29,10,NA,10,NA,9
1986,"GT","PB",1986304,"9","21V20470","","First",1986-04-29,9,NA,0,NA,0
1986,"GT","PB",1986305,"A57","23V15829","21V74611","First",1986-04-29,10,NA,10,NA,10
1986,"GT","PB",1986306,"47","25V55000","25V54850","First",1986-04-30,7,NA,7,NA,7
1986,"GT","PB",1986307,"A32","25V25523","19V55643","First",1986-04-30,9,NA,9,NA,9
1986,"GT","PB",1986308,"74","25V25411","","First",1986-04-30,11,NA,11,NA,9
1986,"GT","PB",1986309,"A09","25V54856","20V61599","First",1986-05-01,7,NA,7,NA,6
1986,"GT","PB",1986310,"A07","21V73859","24V86617","First",1986-05-01,10,NA,10,NA,10
1986,"GT","PB",1986311,"72","25V25413","1827050","First",1986-05-01,9,NA,9,NA,8
1986,"GT","PB",1986312,"17","25V54797","","First",1986-05-02,8,NA,0,NA,0
1986,"GT","PB",1986313,"A28","25V25412","25V55078","First",1986-05-02,6,NA,6,NA,6
1986,"GT","PB",1986315,"A41","25V54857","24V86547","First",1986-05-03,9,NA,9,NA,9
1986,"GT","PB",1986316,"A35","25V56005","25V56006","First",1986-05-03,11,NA,11,NA,11
1986,"GT","PB",1986317,"101","25V56001","25V56002","First",1986-05-03,10,NA,10,NA,10
1986,"GT","PB",1986318,"19","25V25895","25V54436","First",1986-05-03,9,NA,9,NA,8
1986,"GT","PB",1986319,"A08","25V54807","23V15770","First",1986-05-03,10,NA,10,NA,10
1986,"GT","PB",1986320,"A49","25V54983","25V55768","First",1986-05-03,9,NA,9,NA,9
1986,"GT","PB",1986321,"33","25V54845","25V54277","First",1986-05-03,10,NA,10,NA,10
1986,"GT","PB",1986322,"13","25V25526","26V2138","First",1986-05-03,10,NA,10,NA,9
1986,"GT","PB",1986323,"A34","25V54198","23V15596","First",1986-05-04,9,NA,9,NA,9
1986,"GT","PB",1986324,"A56","26V2154","25V25524","First",1986-05-04,7,NA,6,NA,5
1986,"GT","PB",1986325,"1","26V2240","26V2293","First",1986-05-04,9,NA,9,NA,9
1986,"GT","PB",1986326,"A30","25V55751","25V25942","First",1986-05-05,9,NA,9,NA,9
1986,"GT","PB",1986327,"37","25V25678","24V86826","First",1986-05-05,10,NA,10,NA,9
1986,"GT","PB",1986328,"29","25V55724","25V25525","First",1986-05-05,9,NA,9,NA,8
1986,"GT","PB",1986329,"61","25V56003","25V56007","First",1986-05-05,8,NA,8,NA,7
1986,"GT","PB",1986330,"A37","24V86879","25V56004","First",1986-05-06,7,NA,7,NA,6
1986,"GT","PB",1986331,"107","26V2246","","First",1986-05-06,9,NA,9,NA,9
1986,"GT","PB",1986332,"51","25V54808","25V54898","First",1986-05-06,10,NA,10,NA,10
1986,"GT","PB",1986334,"A17","24V86686","25V54999","First",1986-05-07,9,NA,9,NA,9
1986,"GT","PB",1986335,"21","25V25528","25V25527","First",1986-05-07,8,NA,7,NA,6
1986,"GT","PB",1986336,"A27","25V56093","25V56498","First",1986-05-07,8,NA,8,NA,8
1986,"GT","PB",1986337,"A46","25V56500","25V56499","First",1986-05-07,10,NA,10,NA,10
1986,"GT","PB",1986338,"A38","25V25251","26V2295","First",1986-05-09,8,NA,8,NA,8
1986,"GT","PB",1986339,"53","25V25588","25V25353","First",1986-05-09,6,NA,6,NA,5
1986,"GT","PB",1986340,"66","25V56092","25V56091","First",1986-05-10,11,NA,11,NA,10
1986,"GT","PB",1986342,"A23","25V55084","25V54844","Second/replacement",1986-05-12,9,NA,9,NA,6
1986,"GT","PB",1986343,"78","25V25529","21V74304","Second/replacement",1986-05-12,9,NA,8,NA,8
1986,"GT","PB",1986344,"A06","25V54797","25V54806","Second/replacement",1986-05-25,8,NA,8,NA,7
1986,"GT","PB",1986345,"A02","21V20470","","Second/replacement",1986-05-26,8,NA,0,NA,0
1986,"GT","PB",1986346,"A01","21V20470","","Second/replacement",1986-06-10,6,NA,0,NA,0
1986,"GT","PB",1986347,"74","25V54282","25V54281","First",1986-04-21,8,NA,7,NA,5
1986,"GT","PB",1986348,"15","25V54339","25V55223","First",1986-04-22,9,NA,9,NA,9
1986,"GT","PB",1986349,"34","23V15413","23V15479","First",1986-04-26,8,NA,8,NA,8
1986,"GT","PB",1986350,"83","25V55234","25V55233","First",1986-04-28,9,NA,9,NA,7
1986,"GT","PB",1986351,"65","21V73555","","First",1986-05-01,7,NA,3,NA,0
1986,"GT","PB",1986352,"55","22V43935","25V55268","First",1986-05-04,10,NA,10,NA,9
1986,"GT","PB",1986353,"95","25V55269","25V55271","First",1986-05-04,9,NA,9,NA,9
1986,"GT","PB",1986354,"18","25V55270","25V25612","First",1986-05-06,9,NA,8,NA,8
1986,"GT","PB",1986355,"4","16V36553","21V73542","First",1986-05-08,11,NA,11,NA,2
1986,"GT","PB",1986356,"23","25V55287","25V55286","First",1986-05-08,9,NA,9,NA,8
1986,"GT","PB",1986357,"79","26V2439","25V55324","First",1986-05-16,9,NA,8,NA,2
1986,"GT","PB",1986358,"B04","21V74385","23V15291","First",1986-04-28,10,NA,10,NA,9
1986,"GT","PB",1986359,"B07","25V25898","25V25253","First",1986-05-01,9,NA,9,NA,9
1986,"GT","PB",1986360,"B17","25V54867","25V25361","First",1986-05-02,11,NA,11,NA,10
1986,"GT","PB",1986361,"B13","25V25015","25V54868","First",1986-05-04,10,NA,10,NA,9
1986,"GT","PB",1986362,"B11","25V56461","26V2151","First",1986-05-07,10,NA,10,NA,10
1986,"GT","PB",1986363,"B01","21V73865","","First",1986-05-07,11,NA,10,NA,10
1986,"GT","PB",1986364,"B15","25V25685","25V25382","First",1986-05-08,9,NA,9,NA,9
1986,"GT","PB",1986365,"B04","21V74385","23V15291","Second/replacement",1986-06-07,5,NA,5,NA,5
1986,"GT","PB",1986366,"18","21V20770","25V54834","First",1986-04-26,7,NA,6,NA,5
1986,"GT","PB",1986367,"1","21V72879","2204551","First",1986-04-27,8,NA,7,NA,7
1986,"GT","PB",1986368,"13","25V25861","25V55086","First",1986-04-28,9,NA,9,NA,9
1986,"GT","PB",1986369,"39","25V25896","","First",1986-04-28,9,NA,9,NA,0
1986,"GT","PB",1986370,"21","24V91313","25V56238","First",1986-04-28,11,NA,11,NA,11
1986,"GT","PB",1986371,"12","23V15731","25V56239","First",1986-04-29,8,NA,8,NA,7
1986,"GT","PB",1986372,"2","21V74182","23V15632","First",1986-04-29,8,NA,8,NA,8
1986,"GT","PB",1986373,"7","25V55951","25V54831","First",1986-04-29,9,NA,9,NA,8
1986,"GT","PB",1986374,"51","25V54579","","First",1986-04-29,8,NA,8,NA,6
1986,"GT","PB",1986375,"42","25V25973","22V43756","First",1986-04-30,7,NA,7,NA,7
1986,"GT","PB",1986376,"41","26V2619","25V54369","First",1986-05-02,8,NA,8,NA,8
1986,"GT","PB",1986377,"9","26V2631","25V56008","First",1986-05-02,11,NA,11,NA,11
1986,"GT","PB",1986378,"23","25V55082","23V15225","First",1986-05-02,7,NA,7,NA,7
1986,"GT","PB",1986379,"20","21V72919","25V25886","First",1986-05-02,9,NA,9,NA,7
1986,"GT","PB",1986380,"45","1685070","25V25231","First",1986-05-04,11,NA,10,NA,9
1986,"GT","PB",1986381,"31","25V54832","25V25228","First",1986-05-05,8,NA,8,NA,8
1986,"GT","PB",1986382,"44","21V73923","1336132","First",1986-05-05,9,NA,9,NA,9
1986,"GT","PB",1986383,"50","25V56293","25V55601","First",1986-05-07,8,NA,7,NA,7
1986,"GT","PB",1986384,"40","25V56294","25V56292","First",1986-05-08,9,NA,9,NA,9
1986,"GT","PB",1986385,"16","21V20770","","Second/replacement",1986-06-05,6,NA,6,NA,0
1986,"GT","PB",1986386,"2","21V74182","23V15632","Second/replacement",1986-06-05,5,NA,4,NA,2
1986,"GT","PB",1986387,"S12","25V25255","24V86690","First",1986-04-28,10,NA,10,NA,8
1986,"GT","PB",1986388,"S25","25V25687","25V55777","First",1986-04-29,9,NA,7,NA,6
1986,"GT","PB",1986389,"S26","25V25368","25V54163","First",1986-05-02,12,NA,12,NA,12
1986,"GT","PB",1986390,"S07","","","First",1986-05-05,7,NA,6,NA,4
1986,"GT","PB",1986391,"S09","25V56653","25V25374","First",1986-05-05,8,NA,5,NA,4
1986,"GT","PB",1986392,"S27","25V56259","25V25370","First",1986-05-06,7,NA,7,NA,7
1986,"GT","PB",1986394,"A32","25V25396","25V25343","First",1986-05-03,11,NA,11,NA,11
1987,"GT","PB",1987301,"57","25V55751","25V57207","First",1987-04-17,10,NA,10,NA,10
1987,"GT","PB",1987302,"45","25V56093","25V56498","First",1987-04-19,9,NA,7,NA,5
1987,"GT","PB",1987303,"A09","25V25895","","First",1987-04-19,9,NA,9,NA,0
1987,"GT","PB",1987304,"17","25V56617","25V57212","First",1987-04-20,12,NA,12,NA,11
1987,"GT","PB",1987305,"29","25V57208","25V57205","First",1987-04-20,9,NA,9,NA,8
1987,"GT","PB",1987306,"9","25V54797","25V56088","First",1987-04-20,9,NA,9,NA,9
1987,"GT","PB",1987307,"1","26V2240","25V57391","First",1987-04-20,10,NA,10,NA,10
1987,"GT","PB",1987309,"A22","25V57206","25V56445","First",1987-04-21,11,NA,11,NA,11
1987,"GT","PB",1987310,"3","25V57204","22V43956","First",1987-04-22,10,NA,10,NA,10
1987,"GT","PB",1987311,"A56","25V56934","27V48622","First",1987-04-22,8,NA,7,NA,7
1987,"GT","PB",1987312,"A34","25V54983","","First",1987-04-22,10,NA,10,NA,9
1987,"GT","PB",1987313,"70","25V57209","25V56988","First",1987-04-22,9,NA,9,NA,9
1987,"GT","PB",1987314,"7","25V57367","25V56685","First",1987-04-22,9,NA,9,NA,9
1987,"GT","PB",1987315,"A01","25V57307","25V57211","First",1987-04-22,10,NA,10,NA,10
1987,"GT","PB",1987316,"41","25V54808","25V56566","First",1987-04-24,11,NA,11,NA,11
1987,"GT","PB",1987317,"A43","25V54857","25V25382","First",1987-04-24,10,NA,10,NA,10
1987,"GT","PB",1987318,"A47","25V57210","2372736","First",1987-04-24,9,NA,9,NA,9
1987,"GT","PB",1987319,"A59","25V54845","25V56554","First",1987-04-24,11,NA,11,NA,11
1987,"GT","PB",1987320,"A13","25V55724","25V57386","First",1987-04-24,12,NA,12,NA,12
1987,"GT","PB",1987321,"99","25V57387","25V57388","First",1987-04-24,11,NA,11,NA,11
1987,"GT","PB",1987322,"115","25V57404","25V57403","First",1987-04-25,9,NA,9,NA,8
1987,"GT","PB",1987323,"A36","25V56001","25V55626","First",1987-04-25,10,NA,10,NA,10
1987,"GT","PB",1987324,"A33","25V56092","25V54895","First",1987-04-26,12,NA,12,NA,12
1987,"GT","PB",1987325,"A48","25V55000","25V57374","First",1987-04-26,11,NA,11,NA,9
1987,"GT","PB",1987326,"A05","25V57329","25V56998","First",1987-04-27,11,NA,10,NA,10
1987,"GT","PB",1987327,"53","25V57373","25V57399","First",1987-04-27,10,NA,10,NA,10
1987,"GT","PB",1987328,"91","24V86879","25V56499","First",1987-04-29,10,NA,9,NA,0
1987,"GT","PB",1987329,"74","25V57296","25V57297","Second/replacement",1987-05-15,10,NA,10,NA,10
1987,"GT","PB",1987330,"A18","25V56093","25V56498","Second/replacement",1987-05-26,7,NA,7,NA,6
1987,"GT","PB",1987331,"57","25V55751","","Second/replacement",1987-05-26,9,NA,9,NA,0
1987,"GT","PB",1987332,"3","25V57204","22V43956","Second/replacement",1987-05-28,7,NA,7,NA,7
1987,"GT","PB",1987333,"A30","25V57209","","Second/replacement",1987-05-29,5,NA,0,NA,0
1987,"GT","PB",1987334,"A42","25V54857","25V25382","Second/replacement",1987-06-01,7,NA,7,NA,7
1987,"GT","PB",1987335,"A35","25V56001","25V55626","Second/replacement",1987-06-03,8,NA,8,NA,6
1987,"GT","PB",1987336,"A16","25V54808","","Second/replacement",1987-06-14,7,NA,4,NA,0
1987,"GT","PB",1987337,"89","25V57203","25V55341","First",1987-04-21,8,NA,8,NA,8
1987,"GT","PB",1987338,"13","25V54339","25V55337","First",1987-04-21,10,NA,10,NA,9
1987,"GT","PB",1987339,"74","25V55342","25V55340","First",1987-04-22,10,NA,9,NA,9
1987,"GT","PB",1987340,"64","25V55355","25V55354","First",1987-04-22,11,NA,11,NA,11
1987,"GT","PB",1987341,"84","25V55339","25V55338","First",1987-04-23,7,NA,7,NA,6
1987,"GT","PB",1987342,"33","23V15413","25V55353","First",1987-04-23,9,NA,9,NA,9
1987,"GT","PB",1987343,"94","25V55344","25V55271","First",1987-04-24,10,NA,10,NA,9
1987,"GT","PB",1987344,"46","2019997","25V55400","First",1987-04-25,11,NA,11,NA,10
1987,"GT","PB",1987345,"15","25V55343","25V25612","First",1987-04-26,9,NA,8,NA,7
1987,"GT","PB",1987346,"24","27V48385","25V54412","First",1987-04-27,9,NA,8,NA,8
1987,"GT","PB",1987347,"B06","25V57214","25V57213","First",1987-04-22,10,NA,10,NA,10
1987,"GT","PB",1987348,"B04","25V25898","26V2848","First",1987-04-27,11,NA,10,NA,10
1987,"GT","PB",1987350,"B11","25V56461","25V57298","Second/replacement",1987-05-16,9,NA,9,NA,8
1987,"GT","PB",1987351,"B17","25V57299","25V56693","Second/replacement",1987-06-02,10,NA,10,NA,4
1987,"GT","PB",1987352,"B04","25V25898","","Second/replacement",1987-06-03,6,NA,4,NA,4
1987,"GT","PB",1987353,"21","25V55082","25V56238","First",1987-04-16,9,NA,9,NA,8
1987,"GT","PB",1987354,"28","25V56504","","First",1987-04-20,10,NA,0,NA,0
1987,"GT","PB",1987355,"11","25V56583","25V56584","First",1987-04-21,9,NA,7,NA,7
1987,"GT","PB",1987356,"14","27V48821","25V56586","First",1987-04-21,8,NA,7,NA,6
1987,"GT","PB",1987357,"2","21V74182","25V56595","First",1987-04-21,11,NA,10,NA,8
1987,"GT","PB",1987359,"18","25V56585","24V86808","First",1987-04-22,10,NA,10,NA,8
1987,"GT","PB",1987360,"3","25V56543","25V56718","First",1987-04-23,10,NA,10,NA,10
