"BroodYear","Species","PopID","BroodID","NestboxName","FemaleID","MaleID","ClutchType","LayingDate","ClutchSize","HatchDate","NumberHatched","FledgeDate","NumberFledged"
1997,"GT","FR",1950301,"VS113C","","","First",1997-03-26,10,NA,10,NA,10
1997,"GT","FR",1950302,"LS207E","","","First",1997-04-07,7,NA,7,NA,7
1997,"GT","FR",1950303,"TL17","","","First",1997-04-19,9,NA,9,NA,9
1997,"GT","FR",1950304,"GV51A","39V33441","37V73889","First",1997-04-21,5,NA,5,NA,5
1997,"GT","FR",1950305,"KB97B","","","First",1997-04-16,8,NA,8,NA,8
1997,"GT","FR",1950306,"KB97A","","","First",1997-04-20,4,NA,4,NA,4
1994,"GT","FR",1950307,"LO94F","","","First",1994-04-20,10,NA,10,NA,10
1994,"GT","FR",1950308,"LO94E","","","First",1994-04-21,9,NA,9,NA,9
1994,"GT","FR",1950309,"LO94D","","","First",1994-04-22,8,NA,8,NA,8
1994,"GT","FR",1950310,"LO94B","","","Second/replacement",1994-05-09,5,NA,5,NA,5
1994,"GT","FR",1950311,"LO94C","","","Second/replacement",1994-05-17,7,NA,7,NA,7
1995,"GT","FR",1950312,"LO95A","","","First",1995-04-20,6,NA,6,NA,6
1996,"GT","FR",1950313,"EK3","","","First",1996-04-21,10,NA,10,NA,10
1996,"GT","FR",1950314,"EK2","","","First",1996-04-27,4,NA,4,NA,4
1994,"GT","FR",1950315,"HA94A","","","First",1994-04-07,10,NA,10,NA,10
1994,"GT","FR",1950316,"HA94B","","","First",1994-04-13,4,NA,4,NA,4
1994,"GT","FR",1950317,"HA94L","","","First",1994-04-17,10,NA,10,NA,10
1994,"GT","FR",1950318,"HA94N","","","First",1994-04-18,9,NA,9,NA,9
1994,"GT","FR",1950319,"HA94M","","","First",1994-04-19,8,NA,8,NA,8
1994,"GT","FR",1950320,"HA94O","","","First",1994-04-21,6,NA,6,NA,6
1994,"GT","FR",1950321,"HA94K","","","First",1994-04-21,6,NA,6,NA,6
1995,"GT","FR",1950322,"HA95B","","","First",1995-04-09,9,NA,9,NA,9
1995,"GT","FR",1950323,"HA95A","","","First",1995-04-09,9,NA,9,NA,9
1995,"GT","FR",1950324,"HA95C","37V6519","","First",1995-04-12,6,NA,6,NA,6
1995,"GT","FR",1950325,"HA95N","","","First",1995-04-18,11,NA,11,NA,11
1995,"GT","FR",1950326,"HA95Q","","","First",1995-04-20,9,NA,9,NA,9
1995,"GT","FR",1950327,"HA95M","","","First",1995-04-20,9,NA,9,NA,9
1995,"GT","FR",1950328,"HA95P","37V6854","","First",1995-04-21,8,NA,8,NA,8
1995,"GT","FR",1950329,"HA95L","","","First",1995-04-21,8,NA,8,NA,8
1995,"GT","FR",1950330,"HA95O","37V6850","","First",1995-04-26,3,NA,3,NA,3
1996,"GT","FR",1950331,"HA96D","","","First",1996-04-15,12,NA,12,NA,12
1996,"GT","FR",1950332,"HA96F","","","First",1996-04-18,9,NA,9,NA,9
1996,"GT","FR",1950333,"HA96C","","","First",1996-04-18,9,NA,9,NA,9
1996,"GT","FR",1950334,"HA96A","","","First",1996-04-18,9,NA,9,NA,9
1996,"GT","FR",1950335,"HA96E","","","First",1996-04-19,8,NA,8,NA,8
1996,"GT","FR",1950336,"HA96B","","","First",1996-04-20,7,NA,7,NA,7
1996,"GT","FR",1950337,"HA96I","","","First",1996-04-20,7,NA,7,NA,7
1996,"GT","FR",1950338,"HA96H","","","First",1996-04-21,6,NA,6,NA,6
1996,"GT","FR",1950339,"HA96G","","","First",1996-04-22,5,NA,5,NA,5
1996,"GT","FR",1950340,"HA96R","","","First",1996-04-24,11,NA,11,NA,11
1996,"GT","FR",1950341,"HA96P","","","First",1996-04-24,11,NA,11,NA,11
1996,"GT","FR",1950342,"HA96S","","","First",1996-04-28,7,NA,7,NA,7
1996,"GT","FR",1950343,"HA96Q","","","First",1996-04-29,6,NA,6,NA,6
1997,"GT","FR",1950344,"HA97M","","","First",1997-04-11,9,NA,9,NA,9
1997,"GT","FR",1950345,"HA97K","","","First",1997-04-11,9,NA,9,NA,9
1997,"GT","FR",1950346,"HA97J","","","First",1997-04-11,9,NA,9,NA,9
1997,"GT","FR",1950347,"HA97N","","","First",1997-04-12,8,NA,8,NA,8
1997,"GT","FR",1950348,"HA97I","","","First",1997-04-12,8,NA,8,NA,8
1997,"GT","FR",1950349,"HA97O","","","First",1997-04-13,7,NA,7,NA,7
1997,"GT","FR",1950350,"HA97L","","","First",1997-04-14,6,NA,6,NA,6
1997,"GT","FR",1950351,"HA97Q","","","First",1997-04-23,6,NA,6,NA,6
1997,"GT","FR",1950352,"HA97P","","","First",1997-04-23,6,NA,6,NA,6
1994,"GT","FR",1950354,"ZN94B","","","First",1994-04-18,8,NA,8,NA,8
1994,"GT","FR",1950355,"ZN94C","","","First",1994-04-20,6,NA,6,NA,6
1994,"GT","FR",1950356,"ZN94F","","","First",1994-05-01,8,NA,8,NA,8
1995,"GT","FR",1950357,"TF30","","","First",1995-04-13,9,NA,9,NA,9
1995,"GT","FR",1950358,"TF32","","","First",1995-04-17,5,NA,5,NA,5
1996,"GT","FR",1950359,"ZB67PO","","36V82683","First",1996-04-14,6,NA,6,NA,6
1996,"GT","FR",1950360,"LWSSC1","","37V72519","First",1996-04-16,8,NA,8,NA,8
1996,"GT","FR",1950361,"LH48A","","","First",1996-04-17,8,NA,8,NA,8
1996,"GT","FR",1950362,"BH305A","","","First",1996-04-19,9,NA,9,NA,9
1996,"GT","FR",1950363,"BH332","","","First",1996-04-19,9,NA,9,NA,9
1996,"GT","FR",1950364,"BH234A","36V56498","","First",1996-04-22,7,NA,7,NA,7
1996,"GT","FR",1950365,"TF25","36V81435","36V57108","First",1996-04-25,7,NA,7,NA,7
1996,"GT","FR",1950366,"LWSSC2","","4488526","First",1996-04-26,8,NA,8,NA,8
1996,"GT","FR",1950367,"LH148C","","","First",1996-05-04,5,NA,5,NA,5
1996,"GT","FR",1950368,"TF31","34V72762","","Second/replacement",1996-05-23,5,NA,5,NA,0
1997,"GT","FR",1950369,"LS217D","","","First",1997-03-28,7,NA,7,NA,7
1997,"GT","FR",1950370,"LH178A","37V91446","5573720","First",1997-03-29,11,NA,11,NA,11
1997,"GT","FR",1950371,"LWSSC4","","4488526","First",1997-04-01,9,NA,9,NA,9
1997,"GT","FR",1950372,"BH329A","36V56495","36V14004","First",1997-04-03,10,NA,10,NA,10
1997,"GT","FR",1950373,"LS217I","","","First",1997-04-03,10,NA,10,NA,10
1997,"GT","FR",1950374,"BH305A","38V92560","37V72529","First",1997-04-05,8,NA,8,NA,8
1997,"GT","FR",1950375,"LH48A","","","First",1997-04-06,10,NA,10,NA,10
1997,"GT","FR",1950377,"BH257S","","34V72707","First",1997-04-07,8,NA,8,NA,8
1997,"GT","FR",1950378,"ZB67PO","36V82405","","First",1997-04-07,6,NA,6,NA,6
1997,"GT","FR",1950379,"LH148C","37V73076","37V72720","First",1997-04-09,7,NA,7,NA,7
1997,"GT","FR",1950380,"BH234A","36V56498","37V72608","First",1997-04-11,10,NA,10,NA,10
1997,"GT","FR",1950381,"LS271A","39V33272","39V33273","First",1997-04-13,8,NA,8,NA,8
1997,"GT","FR",1950382,"HV34A","","","First",1997-04-14,8,NA,8,NA,8
1997,"GT","FR",1950383,"BH198A","","","First",1997-04-17,8,NA,8,NA,8
1997,"GT","FR",1950384,"BH332","","37V6526","First",1997-04-19,8,NA,8,NA,8
1997,"GT","FR",1950386,"LS350D","38V92056","","Second/replacement",1997-04-29,2,NA,0,NA,0
1994,"GT","FR",1950387,"TU94B","","","First",1994-04-06,11,NA,11,NA,11
1994,"GT","FR",1950388,"TU94S","","","First",1994-04-07,10,NA,10,NA,10
1994,"GT","FR",1950389,"TU94T","","","First",1994-04-08,9,NA,9,NA,9
1994,"GT","FR",1950390,"TU94U","","","First",1994-04-08,9,NA,9,NA,9
1994,"GT","FR",1950391,"TU94A","","","First",1994-04-08,9,NA,9,NA,9
1994,"GT","FR",1950392,"TU94R","","","First",1994-04-09,8,NA,8,NA,8
1994,"GT","FR",1950393,"TU94H","","","First",1994-04-14,11,NA,11,NA,11
1994,"GT","FR",1950394,"TU94I","","","First",1994-04-15,10,NA,10,NA,10
1994,"GT","FR",1950395,"TU94J","","","First",1994-04-16,9,NA,9,NA,9
1994,"GT","FR",1950396,"TU94Y","","","First",1994-04-16,9,NA,9,NA,9
1994,"GT","FR",1950397,"TU94L","","","First",1994-04-16,9,NA,9,NA,9
1994,"GT","FR",1950398,"TU94K","","","First",1994-04-16,9,NA,9,NA,9
1994,"GT","FR",1950399,"TU94G","","","First",1994-04-16,9,NA,9,NA,9
1994,"GT","FR",1950400,"TU94V","","","First",1994-04-17,8,NA,8,NA,8
1994,"GT","FR",1950401,"TU94CC","","","First",1994-04-25,8,NA,8,NA,8
1994,"GT","FR",1950402,"TU94N","","","Second/replacement",1994-05-25,4,NA,4,NA,4
1994,"GT","FR",1950403,"TU94EE","","","Second/replacement",1994-05-26,3,NA,3,NA,3
1995,"GT","FR",1950404,"TU95C","","","First",1995-04-06,10,NA,10,NA,10
1995,"GT","FR",1950405,"TU95A","","","First",1995-04-06,10,NA,10,NA,10
1995,"GT","FR",1950406,"TU95B","","","First",1995-04-07,9,NA,9,NA,9
1995,"GT","FR",1950407,"TU95U","","","First",1995-04-07,9,NA,9,NA,9
1995,"GT","FR",1950408,"TU95L","","","First",1995-04-15,12,NA,12,NA,12
1995,"GT","FR",1950409,"TU95V","","","First",1995-04-17,10,NA,10,NA,10
1995,"GT","FR",1950410,"TU95P","","","First",1995-04-18,9,NA,9,NA,9
1995,"GT","FR",1950411,"TU95W","","","First",1995-04-18,9,NA,9,NA,9
1995,"GT","FR",1950412,"TU95M","","","First",1995-04-19,8,NA,8,NA,8
1995,"GT","FR",1950413,"TU95O","","","First",1995-04-19,8,NA,8,NA,8
1995,"GT","FR",1950414,"TU95N","","","First",1995-04-19,8,NA,8,NA,8
1995,"GT","FR",1950415,"TU95Q","","","First",1995-04-20,7,NA,7,NA,7
1995,"GT","FR",1950416,"TU95K","","","First",1995-04-20,7,NA,7,NA,7
1995,"GT","FR",1950417,"TU95J","","","First",1995-04-23,4,NA,4,NA,4
1995,"GT","FR",1950418,"TU95AA","","","Second/replacement",1995-06-02,1,NA,1,NA,1
1995,"GT","FR",1950419,"VS95A","","","First",1995-04-18,8,NA,8,NA,8
1994,"GT","FR",1950420,"ZZ94C","","","First",1994-04-20,8,NA,8,NA,8
1994,"GT","FR",1950421,"ZZ94B","","","First",1994-04-22,6,NA,6,NA,6
1994,"GT","FR",1950422,"ZZ94A","","","First",1994-04-22,6,NA,6,NA,6
1994,"GT","FR",1950423,"ZZ94D","","","Second/replacement",1994-05-26,3,NA,3,NA,3
1979,"GT","PB",1979301,"3","7V83909","7V83996","First",1979-04-19,10,NA,10,NA,8
1979,"GT","PB",1979302,"113","7V83998","7V84121","First",1979-04-20,10,NA,10,NA,10
1979,"GT","PB",1979304,"101","7V84122","7V83910","First",1979-04-25,10,NA,10,NA,10
1979,"GT","PB",1979305,"76","7V83997","7V84124","First",1979-04-29,8,NA,8,NA,8
1979,"GT","PB",1979306,"41","7V84053","7V84073","First",1979-05-01,9,NA,4,NA,3
1979,"GT","PB",1979307,"59","","7V84055","First",1979-05-01,11,NA,11,NA,11
1979,"GT","PB",1979308,"19","7V83901","7V84120","First",1979-05-01,10,NA,10,NA,10
1979,"GT","PB",1979309,"47","","7V83903","First",1979-05-02,6,NA,6,NA,6
1979,"GT","PB",1979310,"78","7V84054","7V84080","First",1979-05-03,12,NA,11,NA,11
1979,"GT","PB",1979311,"95","","19V55571","First",1979-05-03,8,NA,8,NA,7
1979,"GT","PB",1979312,"55","7V83904","7V84079","First",1979-05-03,9,NA,9,NA,9
1979,"GT","PB",1979313,"87","","7V84077","First",1979-05-07,10,NA,10,NA,9
1979,"GT","PB",1979314,"103","19V55549","","First",1979-05-09,7,NA,7,NA,7
1979,"GT","PB",1979315,"79","7V84082","7V84081","First",1979-05-10,10,NA,10,NA,10
1979,"GT","PB",1979316,"72","16V17235","7V84078","First",1979-05-10,9,NA,8,NA,8
1979,"GT","PB",1979317,"91","7V83907","7V83908","First",1979-05-11,12,NA,12,NA,12
1979,"GT","PB",1979318,"109","10V21627","19V55613","First",1979-05-11,9,NA,8,NA,8
1979,"GT","PB",1979319,"37","17V96085","17V56677","Second/replacement",1979-05-17,11,NA,9,NA,2
1979,"GT","PB",1979320,"9","7V83998","7V84121","Second/replacement",1979-06-05,8,NA,8,NA,5
1979,"GT","PB",1979321,"107","7V84053","","Second/replacement",1979-06-05,8,NA,8,NA,0
1979,"GT","PB",1979322,"105","7V84122","7V83910","Second/replacement",1979-06-06,6,NA,6,NA,6
1979,"GT","PB",1979323,"43","19V55699","7V83903","Second/replacement",1979-06-06,7,NA,7,NA,4
1979,"GT","PB",1979324,"81","7V83997","7V84124","Second/replacement",1979-06-06,8,NA,8,NA,6
1979,"GT","PB",1979325,"21","7V83901","7V84120","Second/replacement",1979-06-07,6,NA,6,NA,4
1979,"GT","PB",1979326,"3","7V83909","7V83996","Second/replacement",1979-06-09,7,NA,6,NA,4
1979,"GT","PB",1979327,"74","7V83914","7V83913","First",1979-04-20,11,NA,11,NA,11
1979,"GT","PB",1979328,"93","7V83931","7V83929","First",1979-04-20,7,NA,7,NA,7
1979,"GT","PB",1979329,"18","7V83932","7V83928","First",1979-04-22,9,NA,8,NA,8
1979,"GT","PB",1979330,"47","7V83926","7V83927","First",1979-04-23,8,NA,7,NA,7
1979,"GT","PB",1979334,"29","7V84075","7V84030","First",1979-04-25,9,NA,7,NA,5
1979,"GT","PB",1979335,"85","","7V84125","First",1979-04-28,8,NA,8,NA,8
1979,"GT","PB",1979336,"40","7V84009","7V84010","First",1979-04-28,7,NA,7,NA,7
1979,"GT","PB",1979337,"98","7V84031","7V84029","First",1979-04-29,11,NA,11,NA,11
1979,"GT","PB",1979339,"63","","7V84074","Second/replacement",1979-05-10,7,NA,7,NA,7
1979,"GT","PB",1979340,"76","7V84083","7V84084","Second/replacement",1979-05-16,8,NA,7,NA,7
1979,"GT","PB",1979341,"52","7V83934","7V83935","First",1979-04-17,11,NA,11,NA,11
1979,"GT","PB",1979342,"8","7V83938","","First",1979-04-18,9,NA,9,NA,6
1979,"GT","PB",1979343,"6","7V83930","7V83939","First",1979-04-18,7,NA,7,NA,6
1979,"GT","PB",1979345,"57","7V84108","7V84107","First",1979-04-19,11,NA,11,NA,11
1979,"GT","PB",1979346,"68","7V83964","7V83963","First",1979-04-20,9,NA,9,NA,9
1979,"GT","PB",1979347,"76","7V83961","7V83962","First",1979-04-21,8,NA,7,NA,6
1979,"GT","PB",1979348,"56","7V83946","7V84109","First",1979-04-21,9,NA,9,NA,9
1979,"GT","PB",1979349,"12","7V83937","7V83936","First",1979-04-22,5,NA,5,NA,5
1979,"GT","PB",1979350,"3","7V83965","7V84110","First",1979-04-22,8,NA,8,NA,7
1979,"GT","PB",1979352,"39","7V83978","7V83966","First",1979-04-25,8,NA,8,NA,8
1979,"GT","PB",1979353,"50","7V84028","7V84027","First",1979-04-27,11,NA,11,NA,10
1979,"GT","PB",1979354,"59","7V84026","7V84025","First",1979-04-28,10,NA,10,NA,7
1979,"GT","PB",1979355,"36","19V55501","17V99089","Second/replacement",1979-05-06,9,NA,9,NA,9
1979,"GT","PB",1979356,"74","7V84076","17V56658","Second/replacement",1979-05-10,8,NA,8,NA,7
1979,"GT","PB",1979357,"79","19V55625","10V20863","Second/replacement",1979-05-11,11,NA,11,NA,11
1979,"GT","PB",1979358,"70","7V84086","7V84085","Second/replacement",1979-05-28,7,NA,7,NA,6
1979,"GT","PB",1979359,"5","7V83930","7V83939","Second/replacement",1979-06-03,8,NA,7,NA,3
1979,"GT","PB",1979360,"8","7V83938","","Second/replacement",1979-06-06,8,NA,5,NA,2
1979,"GT","PB",1979361,"26","7V83965","","Second/replacement",1979-06-07,6,NA,4,NA,0
1979,"GT","PB",1979362,"41","7V83978","7V83966","Second/replacement",1979-06-08,7,NA,7,NA,5
1979,"GT","PB",1979363,"53","7V83934","","Second/replacement",1979-06-11,6,NA,5,NA,0
1980,"GT","PB",1980301,"A15","20V61072","20V61073","First",1980-04-16,10,NA,10,NA,9
1980,"GT","PB",1980302,"17","7V83904","20V61004","First",1980-04-16,10,NA,10,NA,7
1980,"GT","PB",1980303,"76","7V83997","20V61048","First",1980-04-16,10,NA,10,NA,7
1980,"GT","PB",1980304,"9","7V83998","7V84121","First",1980-04-17,11,NA,11,NA,11
1980,"GT","PB",1980305,"13","20V61038","20V61036","First",1980-04-17,10,NA,10,NA,8
1980,"GT","PB",1980306,"A50","7V84190","7V83910","First",1980-04-18,9,NA,7,NA,7
1980,"GT","PB",1980307,"19","19V55647","20V61014","First",1980-04-18,12,NA,12,NA,12
1980,"GT","PB",1980308,"A11","19V55667","","First",1980-04-19,11,NA,11,NA,10
1980,"GT","PB",1980309,"A53","20V61076","7V84048","First",1980-04-19,10,NA,10,NA,6
1980,"GT","PB",1980310,"101","20V61035","19V55576","First",1980-04-20,10,NA,8,NA,5
1980,"GT","PB",1980311,"29","17V96085","17V56677","First",1980-04-20,10,NA,10,NA,9
1980,"GT","PB",1980312,"43","7V84168","20V61003","First",1980-04-20,10,NA,10,NA,9
1980,"GT","PB",1980313,"A20","20V61695","","First",1980-04-20,10,NA,10,NA,10
1980,"GT","PB",1980315,"93","20V61092","19V55571","First",1980-04-21,9,NA,9,NA,9
1980,"GT","PB",1980316,"91","7V84089","7V84247","First",1980-04-21,11,NA,11,NA,11
1980,"GT","PB",1980317,"A09","20V61075","20V61074","First",1980-04-21,10,NA,10,NA,9
1980,"GT","PB",1980318,"1","20V61033","","First",1980-04-21,4,NA,4,NA,3
1980,"GT","PB",1980319,"85","20V61039","7V84248","First",1980-04-21,9,NA,9,NA,9
1980,"GT","PB",1980320,"61","19V55573","19V55643","First",1980-04-21,6,NA,3,NA,2
1980,"GT","PB",1980321,"A22","7V83990","7V84079","First",1980-04-21,10,NA,10,NA,10
1980,"GT","PB",1980322,"87","7V84070","20V61890","First",1980-04-22,9,NA,8,NA,7
1980,"GT","PB",1980324,"81","7V84082","7V84124","First",1980-04-22,11,NA,11,NA,11
1980,"GT","PB",1980325,"A58","19V55646","7V84245","First",1980-04-22,11,NA,11,NA,9
1980,"GT","PB",1980327,"3","20V61891","19V56272","First",1980-04-24,10,NA,10,NA,10
1980,"GT","PB",1980328,"A21","7V84186","","First",1980-04-24,9,NA,9,NA,0
1980,"GT","PB",1980329,"103","19V55549","19V55613","First",1980-04-25,6,NA,6,NA,6
1980,"GT","PB",1980330,"68","7V84088","20V61889","First",1980-04-25,8,NA,8,NA,4
1980,"GT","PB",1980331,"59","7V84087","20V61002","First",1980-04-25,8,NA,8,NA,7
1980,"GT","PB",1980332,"70","20V61888","","First",1980-04-26,8,NA,8,NA,7
1980,"GT","PB",1980333,"57","20V61444","16V13950","First",1980-04-28,7,NA,6,NA,4
1980,"GT","PB",1980334,"A17","21V20281","7V84067","First",1980-04-28,10,NA,10,NA,10
1980,"GT","PB",1980335,"79","20V61046","19V55575","First",1980-04-28,7,NA,7,NA,7
1980,"GT","PB",1980336,"A23","21V20320","","First",1980-04-28,7,NA,7,NA,5
1980,"GT","PB",1980338,"A48","7V84237","","First",1980-04-29,10,NA,9,NA,9
1980,"GT","PB",1980339,"A33","20V61015","","First",1980-04-29,8,NA,8,NA,8
1980,"GT","PB",1980340,"64","21V20307","7V84063","First",1980-04-30,8,NA,8,NA,7
1980,"GT","PB",1980341,"A31","21V20321","7V84169","First",1980-05-01,8,NA,8,NA,7
1980,"GT","PB",1980343,"A39","19V56259","19V55503","First",1980-05-05,10,NA,10,NA,10
1980,"GT","PB",1980345,"A35","21V20375","7V84056","First",1980-05-08,8,NA,8,NA,8
1980,"GT","PB",1980346,"45","21V20394","7V84163","First",1980-05-09,8,NA,8,NA,8
1980,"GT","PB",1980347,"A47","20V61027","21V20393","First",1980-05-10,8,NA,8,NA,8
1980,"GT","PB",1980348,"37","19V55556","20V61034","First",1980-05-13,10,NA,10,NA,10
1980,"GT","PB",1980349,"15","","19V55602","Second/replacement",1980-05-17,9,NA,9,NA,4
1980,"GT","PB",1980350,"76","7V83997","20V61048","Second/replacement",1980-05-28,7,NA,7,NA,4
1980,"GT","PB",1980351,"1","20V61033","7V83996","Second/replacement",1980-05-29,6,NA,6,NA,5
1980,"GT","PB",1980352,"17","7V83904","20V61004","Second/replacement",1980-05-30,8,NA,8,NA,3
1980,"GT","PB",1980353,"A56","20V61076","7V84048","Second/replacement",1980-06-01,8,NA,8,NA,3
1980,"GT","PB",1980354,"A24","20V61695","7V83903","Second/replacement",1980-06-02,7,NA,7,NA,3
1980,"GT","PB",1980355,"A09","20V61075","20V61074","Second/replacement",1980-06-02,9,NA,8,NA,4
1980,"GT","PB",1980356,"43","7V84168","20V61003","Second/replacement",1980-06-02,5,NA,4,NA,0
1980,"GT","PB",1980357,"A01","7V83998","7V84121","Second/replacement",1980-06-02,8,NA,8,NA,3
1980,"GT","PB",1980358,"A26","7V84087","20V61002","Second/replacement",1980-06-03,6,NA,6,NA,2
1980,"GT","PB",1980359,"A14","19V55667","","Second/replacement",1980-06-04,4,NA,0,NA,0
1980,"GT","PB",1980360,"A34","20V61888","","Second/replacement",1980-06-04,6,NA,6,NA,3
1980,"GT","PB",1980361,"68","7V84088","20V61889","Second/replacement",1980-06-04,6,NA,6,NA,3
1980,"GT","PB",1980362,"A22","7V83990","","Second/replacement",1980-06-05,5,NA,5,NA,0
1980,"GT","PB",1980363,"A42","7V84089","7V84247","Second/replacement",1980-06-07,7,NA,7,NA,0
1980,"GT","PB",1980364,"21","","","Second/replacement",1980-06-09,5,NA,5,NA,2
1980,"GT","PB",1980365,"BI72","20V61342","20V61329","First",1980-04-10,7,NA,7,NA,5
1980,"GT","PB",1980366,"34","20V61324","20V61323","First",1980-04-18,9,NA,9,NA,9
1980,"GT","PB",1980367,"74","7V83914","7V83913","First",1980-04-18,10,NA,9,NA,9
1980,"GT","PB",1980368,"14","7V84075","7V84030","First",1980-04-18,8,NA,8,NA,8
1980,"GT","PB",1980369,"23","20V61350","20V61315","First",1980-04-19,7,NA,6,NA,5
1980,"GT","PB",1980370,"65","20V61351","20V61318","First",1980-04-19,9,NA,9,NA,8
1980,"GT","PB",1980371,"4","20V61349","20V61307","First",1980-04-19,6,NA,6,NA,6
1980,"GT","PB",1980372,"94","20V61348","7V83948","First",1980-04-20,7,NA,7,NA,7
1980,"GT","PB",1980373,"83","20V61352","20V61317","First",1980-04-21,8,NA,8,NA,3
1980,"GT","PB",1980374,"44","7V84009","7V84010","First",1980-04-22,8,NA,8,NA,8
1980,"GT","PB",1980375,"88","20V61421","20V61330","First",1980-04-25,8,NA,7,NA,6
1980,"GT","PB",1980376,"24","7V84296","7V84297","First",1980-04-28,8,NA,8,NA,8
1980,"GT","PB",1980377,"52","20V61316","20V61314","First",1980-04-28,8,NA,8,NA,8
1980,"GT","PB",1980378,"31","1117093","20V61445","Second/replacement",1980-05-25,7,NA,7,NA,3
1980,"GT","PB",1980379,"83","20V61352","","Second/replacement",1980-06-02,6,NA,6,NA,2
1980,"GT","PB",1980380,"B07","20V61025","20V61839","First",1980-04-19,11,NA,11,NA,9
1980,"GT","PB",1980381,"B15","20V61838","","First",1980-04-19,9,NA,9,NA,7
1980,"GT","PB",1980382,"B06","16V14099","16V14137","First",1980-04-20,7,NA,7,NA,7
1980,"GT","PB",1980383,"B13","7V84068","20V61840","First",1980-04-21,11,NA,11,NA,10
1980,"GT","PB",1980384,"B09","20V61841","20V61842","First",1980-04-25,8,NA,8,NA,8
1980,"GT","PB",1980387,"B11","7V84068","","Second/replacement",1980-05-29,0,NA,0,NA,0
1980,"GT","PB",1980388,"B15","20V61838","","Second/replacement",1980-05-31,6,NA,6,NA,6
1980,"GT","PB",1980389,"B09","20V61841","","Second/replacement",1980-06-06,6,NA,6,NA,4
1980,"GT","PB",1980390,"B07","20V61025","","Second/replacement",1980-06-08,3,NA,2,NA,2
1980,"GT","PB",1980391,"15","20V61049","16V13926","First",1980-04-15,10,NA,10,NA,8
1980,"GT","PB",1980392,"11","20V61047","16V13870","First",1980-04-15,9,NA,9,NA,5
1980,"GT","PB",1980393,"48","7V83964","16V13949","First",1980-04-16,9,NA,9,NA,9
1980,"GT","PB",1980394,"19","16V13861","20V61052","First",1980-04-16,9,NA,9,NA,9
1980,"GT","PB",1980395,"20","20V61357","20V61093","First",1980-04-17,11,NA,11,NA,11
1980,"GT","PB",1980396,"41","7V84108","7V84107","First",1980-04-18,11,NA,11,NA,11
1980,"GT","PB",1980397,"2","7V83946","7V84109","First",1980-04-18,11,NA,11,NA,10
1980,"GT","PB",1980398,"51","20V61051","20V61050","First",1980-04-18,10,NA,10,NA,8
1980,"GT","PB",1980399,"26","7V84015","20V61053","First",1980-04-18,11,NA,11,NA,10
1980,"GT","PB",1980400,"34","20V61106","20V61354","First",1980-04-20,9,NA,9,NA,9
1980,"GT","PB",1980401,"10","20V61040","20V61042","First",1980-04-20,10,NA,10,NA,9
1980,"GT","PB",1980402,"31","20V61356","20V61355","First",1980-04-20,9,NA,9,NA,9
1980,"GT","PB",1980403,"37","20V61353","19V55609","First",1980-04-22,8,NA,8,NA,6
1980,"GT","PB",1980404,"43","13V94285","16V13888","First",1980-04-24,12,NA,12,NA,12
1980,"GT","PB",1980405,"36","20V61998","20V61999","First",1980-04-25,8,NA,8,NA,8
1980,"GT","PB",1980406,"14","20V61047","16V13870","Second/replacement",1980-05-28,7,NA,7,NA,5
1980,"GT","PB",1980407,"55","7V83934","20V61019","First",1980-04-14,11,NA,11,NA,10
1980,"GT","PB",1980408,"28","7V84257","7V84027","First",1980-04-15,11,NA,11,NA,8
1980,"GT","PB",1980409,"27","20V61018","7V84110","First",1980-04-15,9,NA,9,NA,9
1980,"GT","PB",1980410,"80","20V61054","17V56658","First",1980-04-16,11,NA,10,NA,10
1980,"GT","PB",1980411,"7","20V61094","20V61096","First",1980-04-16,5,NA,5,NA,4
1980,"GT","PB",1980412,"76","7V83961","7V83962","First",1980-04-17,9,NA,9,NA,8
1980,"GT","PB",1980413,"78","20V61097","20V61006","First",1980-04-18,10,NA,10,NA,10
1980,"GT","PB",1980414,"57","7V84261","20V61058","First",1980-04-18,9,NA,9,NA,9
1980,"GT","PB",1980415,"30","7V84026","7V84025","First",1980-04-18,11,NA,11,NA,11
1980,"GT","PB",1980416,"17","7V83937","7V84260","First",1980-04-18,9,NA,9,NA,9
1980,"GT","PB",1980417,"47","16V13923","13V94282","First",1980-04-18,13,NA,13,NA,13
1980,"GT","PB",1980418,"73","7V84086","7V84085","First",1980-04-19,9,NA,9,NA,3
1980,"GT","PB",1980419,"40","7V83978","7V84238","First",1980-04-19,10,NA,10,NA,10
1980,"GT","PB",1980420,"6","7V83930","7V83939","First",1980-04-19,9,NA,9,NA,8
1980,"GT","PB",1980421,"63","16V13776","16V13868","First",1980-04-19,10,NA,8,NA,8
1980,"GT","PB",1980422,"75","20V61100","20V61098","First",1980-04-19,11,NA,11,NA,11
1980,"GT","PB",1980424,"23","7V83938","20V61007","First",1980-04-19,8,NA,8,NA,6
1980,"GT","PB",1980425,"8","20V61057","20V61056","First",1980-04-20,8,NA,8,NA,8
1980,"GT","PB",1980427,"10","20V61009","20V61055","First",1980-04-22,9,NA,8,NA,8
1980,"GT","PB",1980428,"29","20V61041","20V61043","First",1980-04-23,10,NA,10,NA,10
1980,"GT","PB",1980429,"79","16V13508","20V61809","First",1980-04-23,7,NA,7,NA,7
1980,"GT","PB",1980430,"25","7V84262","7V84143","First",1980-04-25,11,NA,11,NA,11
