NN,SOORT,GB,PL,LD,JAE,AE,AEN,NP,PD,PU,LO,TY,RM,RW,AW,WD,WU,ME,GN,GT,GG,CON,SA,NNN1,NNN2,NNN3,NNBI,NNTRI,VERL,exp,coorx,coory,comm,year,gbpl
2008622,pm,ZZ,42,9/04/2008,J,12,0,12,0,12,,1,45V49300,47V95289,2,18/05/2008,13.2,DH,12,17.61833333,16.91666667,0.960174061,FR,,,,,,,,161325,203392,,2008,ZZ42
2008623,pm,ZZ,30,9/04/2008,J,10,0,10,0,10,,1,45V80527,46V73485,2,15/05/2008,16.4,DH,10,17.762,17.84,1.004391397,FR,,,,,,,,161411,203394,,2008,ZZ30
2008625,pm,ZZ,31,11/04/2008,J,11,0,11,0,11,,1,47V94827,50V00115,1,18/05/2008,14.3,DH,11,17.63181818,16.7,0.947151328,FR,,,,,,,,161387,203416,,2008,ZZ31
2008626,pm,ZZ,28,14/04/2008,J,7,0,7,0,6,,1,45V80031,50V02579,1,19/05/2008,11.09,FA,6,17.00166667,17.85,1.049897069,FR,,,,,,,,161449,203361,,2008,ZZ28
2008628,pm,ZZ,12,18/04/2008,J,4,0,4,0,3,,1,50V00137,50V02572,1,20/05/2008,10.5,DH,3,17.04666667,17.86666667,1.048103246,FR,,,,,,,,161590,203329,,2008,ZZ12
2008629,pm,ZZ,49,19/04/2008,J,9,0,9,0,7,,1,46V84959,46V72693,3,24/05/2008,10.5,DH,7,17.04571429,16.9,0.991451559,FR,,,,,,,,161434,203570,,2008,ZZ49
2008630,pm,ZZ,57,24/04/2008,N,8,0,8,0,7,,1,44V54334,50V02272,1,27/05/2008,10.3,DH,7,17.33428571,16.48571429,0.951046646,FR,,,,,,,,161489,203512,,2008,ZZ57
2008631,pm,ZZ,96,26/04/2008,J,7,2,5,5,0,,1,,51V20906,1,,,,,,,,FR,,,,,,P,,161652,203520,PULLI DOOD 9 DAGEN,2008,ZZ96
2008632,pm,ZZ,63,27/04/2008,J,9,0,9,1,3,,3,44V51961,45V57031,4,29/05/2008,11.3,DH,1,16.86,11.2,0.664294187,FR,2008620,,,,,,,161527,203505,"3 P WEG ZZ13,VERVOLGZZ76",2008,ZZ63
2008633,pm,ZZ,13,28/04/2008,J,7,1,6,3,2,,1,51V20907,51V20908,1,31/05/2008,12,DH,5,17.08,14.18,0.830210773,FR,,,,,,,,161582,203368,,2008,ZZ13
2008634,pm,ZZ,7,2/05/2008,J,8,1,7,0,5,,3,50V02566,50V02570,1,6/06/2008,11,JE,5,,,,FR,2008624,,,,,,,161673,203413,VERVOLGLEGSEL ZZ 72,2008,ZZ7
2008635,pm,ZZ,15,8/05/2008,N,11,0,11,0,3,,2,49V24850,50V02565,1,15/06/2008,12.45,DH,3,17.36666667,13.9,0.800383877,FR,2008617,,,,,,,161578,203401,2E BROEDSEL ZZ 69,2008,ZZ15
2008636,pm,ZZ,10,15/05/2008,N,5,2,3,0,3,,2,47V95973,50V00101,2,17/06/2008,9.1,FA,3,17.37,17.26666667,0.994051046,FR,2008616,,,,,,,161626,203348,2E BROEDSEL ZZ 9,2008,ZZ10
2009301,pm,B,17,11/04/2009,J,7,0,7,0,6,,1,47V94801,50V00888,1,16/05/2009,12.3,JE,6,,18.33,,PB,,,,,,,,158370,217817,,2009,B17
2009302,pm,B,60,12/04/2009,J,11,0,11,0,11,,1,44V51885,47V96083,4,18/05/2009,11.3,JE,11,,16.55,,PB,,2009323,,,,,,158471,218219,,2009,B60
2009304,pm,B,25,12/04/2009,N,10,0,10,0,10,,1,47V94806,50V00898,2+,18/05/2009,9.55,JE,10,,17.4,,PB,,2009322,,,,,,158430,217793,,2009,B25
2009305,pm,B,79,13/04/2009,J,10,0,10,0,10,,1,50V00887,50V00886,2+,20/05/2009,10.4,EM,10,,17,,PB,,,,,,,,158231,218242,,2009,B79
2009306,pm,B,29,13/04/2009,N,10,0,10,0,10,,1,50V00900,47V94870,1,19/05/2009,10.17,JE,10,,16.8,,PB,,,,,,,,158447,217932,,2009,B29
2009307,pm,B,13,13/04/2009,N,10,0,10,0,7,,1,,47V94826,2,21/05/2009,10.24,JE,7,,15.14,,PB,,,,,,,,158346,217907,,2009,B13
2009308,pm,B,36,13/04/2009,J,9,0,9,0,9,,1,50V00897,50V02932,1,17/05/2009,11.05,JE,9,,19.78,,PB,,,,,,,,158448,217961,,2009,B36
2009309,pm,B,55,15/04/2009,N,11,0,11,0,7,,1,,47V94898,1,25/05/2009,10.15,JE,7,,12,,PB,,,,,,,,158410,218142,,2009,B55
2009310,pm,B,77,15/04/2009,N,10,0,10,0,10,,1,49V23288,51V20461,1,21/05/2009,8.56,JE,10,,17.4,,PB,,,,,,,,158266,218282,,2009,B77
2009311,pm,B,33,15/04/2009,J,10,0,10,0,10,,1,45V39087,50V00889,1,21/05/2009,10.03,JE,10,,17.2,,PB,,,,,,,,158352,217956,,2009,B33
2009312,pm,B,115,15/04/2009,J,11,0,11,0,11,,1,46V62083,50V00899,1,21/05/2009,10.16,JE,11,,18.36,,PB,,,,,,,,158330,217926,,2009,B115
2009313,pm,B,47,16/04/2009,N,11,0,11,0,11,,1,47V94819,46V72698,4,23/05/2009,11.11,JE,11,,18.18,,PB,,,,,,,,158389,218078,,2009,B47
2009314,pm,B,7,16/04/2009,N,10,0,10,0,10,2,1,49V23026,49V23132,2,23/05/2009,10.05,JE,10,,17.2,,PB,,,,,,,,158293,217903,,2009,B7
2009315,pm,B,100,16/04/2009,N,10,0,10,0,10,,1,49V23213,51V19404,1,23/05/2009,11,JE,10,,19.2,,PB,,,,,,,,158307,218074,,2009,B100
2009316,pm,B,82,17/04/2009,J,9,1,8,0,8,,1,50V02931,51V20460,1,23/05/2009,11.35,JE,8,,18.75,,PB,,,,,,,,158344,218243,,2009,B82
2009317,pm,B,68,17/04/2009,N,8,0,8,0,7,,1,,47V94897,1,21/05/2009,9.31,JE,7,,16.57,,PB,,,,,,,,158371,218287,,2009,B68
2009318,pm,B,87,18/04/2009,J,9,0,9,0,9,,1,46V62079,51V19406,1,23/05/2009,11.44,JE,9,,17.78,,PB,,,,,,,,158229,218158,,2009,B87
2009319,pm,B,86,19/04/2009,J,10,0,10,0,9,,1,50V03040,50V03041,1,25/05/2009,10.3,JE,9,,18,,PB,,,,,,,,158235,218197,,2009,B86
2009321,pm,B,74,28/04/2009,J,7,3,4,3,0,,1,,47V94899,1,,,,,,,,PB,,,,,,P,,158346,218308,PULLI DOOD 8 DAGEN,2009,B74
2009324,pm,BW,1,31/03/2009,N,8,0,8,0,8,,1,49V24666,44V51830,3,6/05/2009,13.3,FA,8,16.705,15.9875,0.957048788,FR,,2009335,,,,,,159836,203443,,2009,BW1
2009325,pm,BW,14,5/04/2009,J,8,0,8,0,8,,1,51V19047,51V19519,1,11/05/2009,9.47,FA,8,,17,,FR,,2009334,,,,,,159739,203698,,2009,BW14
2009326,pm,BW,12,8/04/2009,N,9,0,9,0,8,,1,51V20445,49V24288,3,15/05/2009,10.11,FA,8,,16.75,,FR,,,,,,,,159820,203655,,2009,BW12
2009327,pm,BW,18,8/04/2009,N,9,0,9,0,9,,1,51V19175,51V19509,1,12/05/2009,13.33,FA,9,,16.56,,FR,,,,,,,,159811,203465,,2009,BW18
2009328,pm,BW,10,10/04/2009,N,11,0,11,0,8,,1,51V44062,49V24562,2,15/05/2009,14.47,FA,8,,17.13,,FR,,,,,,,,159862,203611,,2009,BW10
2009330,pm,BW,8,11/04/2009,N,9,0,9,0,7,,1,,51V44081,1,15/05/2009,10.45,FA,7,,17.14,,FR,,,,,,,,159866,203549,,2009,BW8
2009331,pm,BW,5,14/04/2009,N,11,0,11,1,10,,1,47V94528,47V94462,4,21/05/2009,11.41,FA,11,,15.73,,FR,,,,,,,,159906,203546,,2009,BW5
2009332,pm,BW,13BIS,14/04/2009,J,9,0,9,0,8,,1,,51V44198,1,18/05/2009,12.11,FA,8,,17.38,,FR,,,,,,,,159771,203659,,2009,BW13BIS
2009333,pm,BW,2,15/04/2009,J,9,0,9,0,9,,1,51V44189,51V20075,1,21/05/2009,11.5,FA,9,,16.78,,FR,,,,,,,,159854,203460,,2009,BW2
2009334,pm,BW,14BIS,14/05/2009,J,6,0,6,0,5,,2,,51V19519,1,18/06/2009,9.18,FA,5,,16.2,,FR,2009325,,,,,,,159739,203675,2E BROEDSEL BW 14,2009,BW14BIS
2009335,pm,BW,18,31/05/2009,N,5,3,2,0,1,,2,,44V51830,3,3/07/2009,8.27,FA,1,,16.2,,FR,2009324,,,,,,,159811,203465,2E BROEDSEL BW 1,2009,BW18
2009337,pm,C,9,9/04/2009,N,10,0,10,0,10,,1,,,,14/05/2009,13.47,FF,10,,,,PB,,,,,,,,157240,215189,PULLI NIET GEWOGEN,2009,C9
2009338,pm,C,20,10/04/2009,N,10,0,10,0,10,,1,,,,14/05/2009,13.38,FF,10,,,,PB,,,,,,,,157155,215245,PULLI NIET GEWOGEN,2009,C20
2009339,pm,C,11,10/04/2009,N,9,0,9,0,9,,1,,,,14/05/2009,13.29,FF,9,,,,PB,,,,,,,,157209,215142,PULLI NIET GEWOGEN,2009,C11
2009340,pm,C,89,10/04/2009,N,9,1,8,0,8,,1,,,,14/05/2009,15.29,FF,8,,,,PB,,,,,,,,157508,215229,PULLI NIET GEWOGEN,2009,C89
2009341,pm,C,36,10/04/2009,N,9,1,8,0,8,,1,,,,14/05/2009,14.04,FF,8,,,,PB,,,,,,,,156972,215387,PULLI NIET GEWOGEN,2009,C36
2009342,pm,C,84,11/04/2009,N,8,1,7,0,7,,1,,,,14/05/2009,15.23,FF,7,,,,PB,,,,,,,,157576,215316,PULLI NIET GEWOGEN,2009,C84
2009343,pm,C,71,12/04/2009,N,7,0,7,0,7,,1,,,,14/05/2009,14.48,FF,7,,,,PB,,,,,,,,157601,215434,PULLI NIET GEWOGEN,2009,C71
2009344,pm,C,96,12/04/2009,N,6,1,5,0,5,,1,,,,14/05/2009,15.38,FF,5,,,,PB,,,,,,,,157450,215288,PULLI NIET GEWOGEN,2009,C96
2009345,pm,C,82,13/04/2009,N,7,2,5,0,5,,1,,,,14/05/2009,15.19,FF,5,,,,PB,,,,,,,,157587,215360,PULLI NIET GEWOGEN,2009,C82
2009346,pm,C,67,14/04/2009,N,8,0,8,0,8,,1,,,,14/05/2009,14.53,FF,8,,,,PB,,,,,,,,157615,215462,PULLI NIET GEWOGEN,2009,C67
2009347,pm,C,66,14/04/2009,N,5,0,5,0,5,,1,,,,14/05/2009,14.36,FF,5,,,,PB,,,,,,,,157551,215470,PULLI NIET GEWOGEN,2009,C66
2009348,pm,C,6,14/04/2009,N,6,0,6,0,6,,1,,,,14/05/2009,13.22,FF,6,,,,PB,,,,,,,,157311,215164,PULLI NIET GEWOGEN,2009,C6
2009349,pm,C,54,15/04/2009,N,9,1,8,1,7,,1,,,,20/05/2009,9.09,FF,7,,,,PB,,,,,,,,157307,215270,PULLI NIET GEWOGEN,2009,C54
2009350,pm,C,61,16/04/2009,N,10,0,10,0,10,,1,,,,20/05/2009,9.41,FF,10,,,,PB,,,,,,,,157385,215473,rw=ONGERING; PULLI NIET GEWOGEN,2009,C61
2009351,pm,C,58,16/04/2009,J,11,0,11,0,9,,1,,,,20/05/2009,9.18,FF,9,,,,PB,,,,,,,,157373,215338,PULLI NIET GEWOGEN,2009,C58
2009352,pm,C,49,17/04/2009,N,9,0,9,0,8,,1,,,,20/05/2009,9.01,FF,8,,,,PB,,,,,,,,157192,215354,rw=ONGERING; PULLI NIET GEWOGEN,2009,C49
2009353,pm,C,45,18/04/2009,N,9,0,9,0,9,,1,,,,20/05/2009,8.53,FF,9,,,,PB,,,,,,,,157066,215279,rw=ONGERING; PULLI NIET GEWOGEN,2009,C45
2009354,pm,C,75,19/04/2009,N,8,0,8,0,7,,1,,,,20/05/2009,9.3,FF,7,,,,PB,,,,,,,,157717,215408,PULLI NIET GEWOGEN,2009,C75
2009355,pm,C,93,22/04/2009,J,10,0,10,1,9,,1,,,,25/05/2009,10.4,FF,9,,,,PB,,,,,,,,157377,215233,PULLI NIET GEWOGEN,2009,C93
2009361,pm,DN,1,8/04/2009,N,12,0,12,0,12,,1,49V24573,51V44080,2+,14/05/2009,17.57,FA,12,,17.17,,FR,,,,,,,,159631,203285,,2009,DN1
2009362,pm,DN,9,10/04/2009,N,10,2,8,0,8,,1,46V84700,51V44079,1,14/05/2009,18.08,FA,8,,18.88,,FR,,,,,,,,159563,203548,,2009,DN9
2009363,pm,DN,4,12/05/2009,J,7,0,7,0,4,,4,51V19546,50V00877,2,18/06/2009,9.35,FA,4,,13.13,,FR,2009329,,,,,,,159611,203374,VERVOLGLEGSEL BW 15,2009,DN4
2009364,pm,EB,2,5/04/2009,N,7,0,7,0,7,,1,51V19149,51V19147,1,9/05/2009,15.22,FA,7,,17.1,,FR,,,,,,,,159739.849,200622.222,,2009,EB2
2009365,pm,EB,8,5/04/2009,J,9,0,9,0,9,,1,51V19151,51V19150,2+,9/05/2009,16,FA,9,,17.86,,FR,,,,,,,,159705.083,200552.477,,2009,EB8
2009366,pm,EB,3,7/04/2009,J,8,0,8,0,8,,1,51V19644,51V43081,1,11/05/2009,12.55,FA,8,,17.13,,FR,,,,,,,,159729.23,200600.617,,2009,EB3
2009367,pm,EB,21,8/04/2009,N,9,1,8,0,8,,1,50V00880,51V19152,1,9/05/2009,17.3,FA,8,,,,FR,,,,,,,,159901.754,200630.098,PULLI NIET GEWOGEN,2009,EB21
2009368,pm,EB,6,9/04/2009,J,8,0,8,0,8,,1,50V03009,51V19146,2+,9/05/2009,15.15,FA,8,,,,FR,,,,,,,,159703.08,200657.123,PULLI NIET GEWOGEN,2009,EB6
2009369,pm,EB,9,10/04/2009,N,10,0,10,0,10,,1,51V19199,50V00204,2,9/05/2009,15.4,FA,10,,,,FR,,,,,,,,159761.953,200525.013,PULLI NIET GEWOGEN,2009,EB9
2009370,pm,EB,13,10/04/2009,J,8,0,8,0,8,,1,50V00005,51V19148,1,9/05/2009,15.25,FA,8,,,,FR,,,,,,,,159775.18,200588.951,PULLI NIET GEWOGEN,2009,EB13
2009371,pm,EB,23,10/04/2009,J,10,1,9,0,9,,1,50V00776,51V19652,1,9/05/2009,17.05,FA,9,,,,FR,,,,,,,,159913.013,200679.826,PULLI NIET GEWOGEN,2009,EB23
2009372,pm,EB,20,11/04/2009,J,11,0,11,1,8,,1,51V44299,,,17/05/2009,12.15,FA,8,,,,FR,,,,,,,,159861.409,200693.9,rw=ONGERING; PULLI NIET GEWOGEN,2009,EB20
2009373,pm,EB,19,11/04/2009,N,9,1,8,0,8,,1,44V51904,46V73832,6,9/05/2009,17.15,FA,8,,,,FR,,,,,,,,159871.73,200605.703,PULLI NIET GEWOGEN,2009,EB19
2009374,pm,EB,7,12/04/2009,N,8,0,8,1,6,,1,51V19640,50V00131,3,9/05/2009,15,FA,6,,,,FR,,,,,,,,159713.599,200572.844,PULLI NIET GEWOGEN,2009,EB7
2009375,pm,EB,17,16/04/2009,N,10,1,9,0,9,,1,51V19659,45V39269,3,17/05/2009,12.1,FA,9,,,,FR,,,,,,,,159821.063,200646.048,PULLI NIET GEWOGEN,2009,EB17
2009376,pm,EB,25,16/04/2009,J,5,0,5,5,0,,1,,51V19200,2+,,,,,,,,FR,,,,,,P,,159890.495,200712.665,PULLI DOOD 2 DAGEN,2009,EB25
2009378,pm,HM,5,7/04/2009,J,10,0,10,0,9,,1,50V01061,46V62087,2,12/05/2009,15.1,FA,9,,16.89,,FR,,,,,,,,159869,202729,,2009,HM5
2009379,pm,HM,6,8/04/2009,N,10,1,9,0,9,,1,50V02051,45V49681,5,13/05/2009,11.4,FA,9,,18.33,,FR,,2009382,,,,,,159817,202713,,2009,HM6
2009380,pm,HM,3,12/04/2009,N,11,0,11,0,11,,1,45V49387,51V20352,1,18/05/2009,14.5,TO,11,,16.71818182,,FR,,,,,,,,159862,202673,,2009,HM3
2009381,pm,HM,1,13/04/2009,J,12,0,12,0,11,,1,50V02174,46V62069,3,19/05/2009,13.15,TO,11,,18.18,,FR,,,,,,,,159886.771,202648.733,,2009,HM1
2009382,pm,HM,5,16/05/2009,J,9,0,9,0,5,,2,,45V49681,5,22/06/2009,9.15,FA,5,,14.54,,FR,2009379,,,,,,,159869,202729,2E BROEDSEL HM 6,2009,HM5
2009383,pm,HN,18,6/04/2009,N,13,4,9,9,0,,1,,46V72659,4,,,,,,,,FR,,2009392,,,,P,,159870,202907,PULLI DOOD 1 DAG,2009,HN18
2009384,pm,HN,20,8/04/2009,N,10,0,10,0,10,,1,49V23423,50V00862,2,13/05/2009,11.15,FA,10,,17.7,,FR,,,,,,,,159862,202979,,2009,HN20
2009385,pm,HN,14,13/04/2009,J,10,0,10,0,10,,1,46V62089,51V43083,1,21/05/2009,12.3,TO,10,,17.88,,FR,,,,,,,,159786,202824,,2009,HN14
2009386,pm,HN,11,13/04/2009,J,10,0,10,0,10,,1,47V94525,47V95254,3,18/05/2009,15,TO,10,,17.8,,FR,,,,,,,,159702,202795,,2009,HN11
2009387,pm,HN,1,13/04/2009,J,11,0,11,0,10,,1,51V20274,44V50087,3,24/05/2009,10.45,TO,10,,17,,FR,,,,,,,,159762,202812,,2009,HN1
2009388,pm,HN,6,14/04/2009,N,11,0,11,0,11,,1,50V00528,47V95015,4,21/05/2009,11.55,TO,11,,15.27,,FR,,,,,,,,159691,202881,,2009,HN6
2009389,pm,HN,3,14/04/2009,N,10,0,10,0,10,,1,50V02935,46V73295,5,21/05/2009,11.45,TO,10,,18.4,,FR,,,,,,,,159743,202873,,2009,HN3
2009390,pm,HN,16,14/04/2009,N,9,1,8,0,8,,1,51V43077,51V20354,1,17/05/2009,13.3,TO,8,,15.6875,,FR,,,,,,,,159840,202851,MAN DOOD BIJ PUL 15 DAGE,2009,HN16
2009391,pm,HN,10,17/04/2009,J,12,0,12,0,12,,1,52V46195,47V95244,5+,24/05/2009,10.55,TO,12,,16.75,,FR,,,,,,,,159673,202784,,2009,HN10
2009392,pm,HN,17,7/05/2009,J,11,0,11,0,5,,4,51V20376,46V72659,4,12/06/2009,9.18,FA,5,,13.46,,FR,2009383,,,,,,,159872,202868,VERVOLGLEGSEL HN 18,2009,HN17
2009393,pm,HN,8,18/05/2009,J,7,1,6,2,2,,9,51V44871,51V20895,1,22/06/2009,9.06,FA,2,,14.25,,FR,,,,,,,,159629,202847,EXTRA PAAR,2009,HN8
2009394,pm,K,64,8/04/2009,N,13,0,13,0,13,,1,,,,19/05/2009,11.44,JE,13,,19.54,,PB,,,,,,,,,,,2009,K64
2009395,pm,K,69,8/04/2009,N,11,0,11,0,11,,1,,,,17/05/2009,16.12,JE,11,,17.09,,PB,,,,,,,,,,,2009,K69
2009396,pm,K,89,11/04/2009,N,10,0,10,0,10,,1,,,,17/05/2009,15.55,JE,10,,17.2,,PB,,,,,,,,,,,2009,K89
2009397,pm,K,106,11/04/2009,N,12,0,12,0,12,,1,,,,21/05/2009,12.17,JE,12,,17.83,,PB,,,,,,,,,,,2009,K106
2009398,pm,K,63,12/04/2009,N,10,0,10,0,10,,1,,51V20852,2+,20/05/2009,15,JE,10,,18.6,,PB,,,,,,,,,,,2009,K63
2009399,pm,K,81,12/04/2009,N,10,1,9,0,9,,1,,,,20/05/2009,14.12,JE,9,,18.67,,PB,,,,,,,,,,,2009,K81
2009400,pm,K,77,13/04/2009,N,11,0,11,0,11,,1,,,,21/05/2009,12.3,JE,11,,18,,PB,,,,,,,,,,rw=X-?,2009,K77
2009401,pm,K,109,13/04/2009,N,10,0,10,0,10,,1,,,,21/05/2009,12.08,JE,10,,18.6,,PB,,,,,,,,,,,2009,K109
2009402,pm,K,56,13/04/2009,N,9,0,9,0,9,,1,,,,20/05/2009,15.1,JE,9,,,,PB,,,,,,,,,,PULLI NIET GEWOGEN,2009,K56
2009403,pm,K,98,13/04/2009,N,9,0,9,0,9,,1,,49V24540,2,20/05/2009,14.4,JE,9,,18.67,,PB,,,,,,,,,,,2009,K98
2009404,pm,K,114,14/04/2009,N,10,0,10,0,10,,1,,,,21/05/2009,11.44,JE,10,,17.4,,PB,,,,,,,,,,rw=METAAL-R,2009,K114
2009405,pm,K,112,14/04/2009,N,9,0,9,0,9,,1,,,,21/05/2009,12,JE,9,,18.22,,PB,,,,,,,,,,,2009,K112
2009406,pm,K,51,14/04/2009,N,12,0,12,0,12,,1,,44V50792,5,23/05/2009,13.02,JE,12,,17.67,,PB,,,,,,,,,,,2009,K51
2009407,pm,K,121,14/04/2009,N,11,0,11,0,11,,1,,,,23/05/2009,13.35,JE,11,,19.09,,PB,,,,,,,,,,,2009,K121
2009408,pm,K,46,14/04/2009,J,13,0,13,0,8,,1,,,,23/05/2009,11.55,JE,8,,13.5,,PB,,,,,,,,,,,2009,K46
2009409,pm,K,3,14/04/2009,J,10,1,9,0,9,,1,,,,21/05/2009,10.51,JE,9,,18.67,,PB,,2009426,,,,,,158153,218065,,2009,K3
2009410,pm,K,41,14/04/2009,J,11,0,11,0,11,,1,,50V02575,2,19/05/2009,9.4,JE,11,,17.45,,PB,,,,,,,,,,,2009,K41
2009411,pm,K,119,14/04/2009,N,10,0,10,0,10,,1,,51V20854,1,21/05/2009,11.35,JE,10,,18,,PB,,,,,,,,,,,2009,K119
2009412,pm,K,93,14/04/2009,J,10,0,10,0,10,,1,,,,20/05/2009,14.32,JE,10,,17.8,,PB,,,,,,,,,,,2009,K93
2009413,pm,K,15,15/04/2009,N,10,0,10,0,10,,1,,49V24017,2,19/05/2009,11,JE,10,,17.8,,PB,,,,,,,,157863,218055,,2009,K15
2009414,pm,K,27,16/04/2009,N,12,0,12,0,12,,1,,46V73249,5,21/05/2009,12.45,JE,12,,17.33,,PB,,,,,,,,,,,2009,K27
2009415,pm,K,102,16/04/2009,N,10,0,10,0,9,,1,,,,23/05/2009,14,JE,9,,16.44,,PB,,,,,,,,,,rw=?-X,2009,K102
2009416,pm,K,61,16/04/2009,N,10,0,10,0,10,,1,,,,23/05/2009,14.3,JE,10,,18.4,,PB,,,,,,,,,,rw=?-X,2009,K61
2009417,pm,K,12,16/04/2009,J,10,0,10,0,10,,1,,,,20/05/2009,14,JE,10,,17.8,,PB,,,,,,,,157967,218023,,2009,K12
2009418,pm,K,44,16/04/2009,N,10,0,10,0,10,,1,,51V19407,1,21/05/2009,13.04,JE,10,,17.8,,PB,,,,,,,,,,,2009,K44
2009419,pm,K,34,17/04/2009,N,10,0,10,0,10,,1,,,,23/05/2009,13.13,JE,10,,17.6,,PB,,,,,,,,,,rw=METAAL-R,2009,K34
2009420,pm,K,75,17/04/2009,N,9,0,9,0,7,,1,,47V96764,1,23/05/2009,14.2,JE,7,,16.57,,PB,,,,,,,,,,,2009,K75
2009421,pm,K,14,19/04/2009,J,9,0,9,0,9,,1,,,,23/05/2009,10.24,JE,9,,17.33,,PB,,,,,,,,157902,218063,,2009,K14
2009423,pm,K,2,16/05/2009,J,7,0,7,0,5,,9,,,,19/06/2009,10.35,JE,5,,16.2,,PB,,,,,,,,158192,218101,EXTRA PAAR,2009,K2
2009424,pm,K,95,16/05/2009,J,8,1,7,0,5,,9,,,,22/06/2009,9.3,JE,5,,18.4,,PB,,,,,,,,,,EXTRA PAAR,2009,K95
2009425,pm,K,76,22/05/2009,N,8,0,8,8,0,,5,,47V96756,3,,,,,,,,PB,,,,,,PM,,,,"P DOOD 3 D,NK VAN BOOM",2009,K76
2009426,pm,K,4,22/05/2009,J,7,0,7,0,2,,2,,,,26/06/2009,11.3,JE,2,,18,,PB,2009409,,,,,,,158142,218098,2E BROEDSEL K 3,2009,K4
2009427,pm,KB,90,5/04/2009,J,8,0,8,0,4,,1,51V20187,44V51873,3,10/05/2009,11,TO,4,,17.5,,FR,,,,,,,,160645,202443,,2009,KB90
2009428,pm,KB,16,5/04/2009,J,8,0,8,0,7,,1,46V62072,50V00307,2,8/05/2009,13.3,TO,7,,18.07142857,,FR,,2009459,,,,,,160335,202668,,2009,KB16
2009429,pm,KB,55,7/04/2009,N,12,0,12,0,12,,1,50V00557,44V50443,3,13/05/2009,11.3,TO,12,,17.92,,FR,,,,,,,,160526,202495,,2009,KB55
2009430,pm,KB,69,8/04/2009,N,9,0,9,0,9,,1,49V24857,46V73252,5,12/05/2009,13.4,TO,9,,18.22,,FR,,,,,,,,160627,202573,,2009,KB69
2009431,pm,KB,61,8/04/2009,N,10,0,10,0,10,,1,50V01391,50V02162,2,14/05/2009,10.35,TO,10,,17,,FR,,,,,,,,160659,202502,,2009,KB61
2009432,pm,KB,19,8/04/2009,N,10,0,10,0,9,1,1,50V02176,51V20351,1,13/05/2009,15.05,TO,9,17.36,17.04444444,0.981822837,FR,,,,,,,,160347,202597,,2009,KB19
2009433,pm,KB,12,8/04/2009,N,10,1,9,0,9,,1,,51V20372,1,14/05/2009,12.15,TO,9,,16.66666667,,FR,,,,,,,,160454,202661,,2009,KB12
2009434,pm,KB,31,9/04/2009,J,9,0,9,0,9,,1,50V00506,50V00353,2,13/05/2009,12.45,TO,9,,18,,FR,,2009460,,,,,,160474,202524,,2009,KB31
2009435,pm,KB,22,9/04/2009,N,8,0,8,0,7,,1,46V72338,47V94828,2,12/05/2009,15,TO,7,,18.86,,FR,,,,,,,,160353,202517,,2009,KB22
2009436,pm,KB,21,9/04/2009,N,9,0,9,0,6,,1,51V20809,51V43082,1,14/05/2009,12.4,TO,6,,18.6,,FR,,,,,,,,160352,202534,,2009,KB21
2009437,pm,KB,9,9/04/2009,N,10,0,10,0,10,,1,46V73377,51V20842,1,13/05/2009,15.23,TO,10,,17.35,,FR,,,,,,,,160507,202727,,2009,KB9
2009438,pm,KB,60,9/04/2009,N,10,0,10,0,10,,1,47V94841,51V43091,1,14/05/2009,10.05,TO,10,,17.04444444,,FR,,,,,,,,160638,202488,,2009,KB60
2009439,pm,KB,68,9/04/2009,N,10,0,10,0,7,,1,50V00425,50V00114,2,13/05/2009,12.3,TO,7,,17.14,,FR,,,,,,,,160654,202598,,2009,KB68
2009440,pm,KB,58,9/04/2009,J,12,0,12,0,11,,1,49V24861,51V20190,1,16/05/2009,10.46,EM,11,,17.82,,FR,,2009463,,,,,,160586,202489,,2009,KB58
2009441,pm,KB,50,10/04/2009,J,10,0,10,0,10,,1,51V20245,51V43092,1,14/05/2009,11.45,TO,10,,17.37,,FR,,,,,,,,160520,202577,,2009,KB50
2009442,pm,KB,84,10/04/2009,J,11,0,11,0,11,,1,50V00427,51V20882,1,16/05/2009,9.4,EM,11,,16.91,,FR,,,,,,,,160562,202400,,2009,KB84
2009443,pm,KB,65,11/04/2009,N,7,0,7,0,5,,1,,50V02273,2,13/05/2009,12.15,TO,5,,16.8,,FR,,,,,,,,160707,202548,,2009,KB65
2009444,pm,KB,43,11/04/2009,N,10,5,5,0,4,,1,51V19597,51V20119,1,15/05/2009,14.4,TO,4,,16.675,,FR,,,,,,,,160540,202666,,2009,KB43
2009445,pm,KB,49,11/04/2009,N,10,0,10,0,10,,1,43V63168,46V62099,2,16/05/2009,11.1,EM,10,,18.9,,FR,,,,,,,,160551,202600,,2009,KB49
2009446,pm,KB,81,11/04/2009,N,10,0,10,0,9,,1,,47V94721,4,19/05/2009,10.4,FA,9,,15.22,,FR,,,,,,,,160502,202392,,2009,KB81
2009447,pm,KB,79,11/04/2009,N,10,0,10,0,9,,1,50V02534,50V00428,2,16/05/2009,9.5,EM,9,,17.78,,FR,,,,,,,,160469,202379,,2009,KB79
2009448,pm,KB,3,11/04/2009,N,10,0,10,0,8,,1,47V96999,50V02934,1,16/05/2009,10.2,EM,8,,18.13,,FR,,2009461,,,,,,160612,202649,,2009,KB3
